id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
69,APON-030-009-0196-01,1,34,1831,3,3,101,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,9/8/2020,,1,1,8/20/2020,1,8/20/2020,11260,1,8/24/2021,0,8/24/2021,,1,730,4.92,69,,,CASH,,,,0,,,5,,50,8/10/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
70,APON-030-009-0198-06,1,34,1831,3,3,103,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,6,R,11/24/2020,,1,1,11/10/2020,1,11/10/2020,33780,1,11/2/2021,0,11/2/2021,,1,10830,14.75,70,,,CASH,,,,0,,,5,,45,10/26/2021,,,0,,0,8/1/2021 12:06,11/3/2021 11:45,,0,0,,
71,APON-030-009-0199-05,1,34,1831,3,3,104,7,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,4/6/2021,,1,1,3/23/2021,1,3/23/2021,11260,1,3/8/2022,0,3/8/2022,,1,7480,4.92,71,,,CASH,,,,0,,,5,,40,3/8/2022,,,0,,0,8/1/2021 12:06,3/8/2022 19:29,,0,0,,
72,APON-030-009-0203-16,1,34,1831,3,3,107,88,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,16,R,6/22/2021,,1,1,6/8/2021,1,6/8/2021,56300,1,5/31/2022,0,5/31/2022,,1,47900,24.58,72,,,CASH,,,,0,,,5,,42,5/31/2022,,,0,,0,8/1/2021 12:06,5/31/2022 20:22,,0,0,,
73,APON-030-009-0205-02,1,34,1831,3,3,108,1,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,2,R,4/27/2021,,1,1,4/8/2021,1,4/8/2021,28150,1,1/25/2022,0,1/25/2022,,1,19750,12.29,73,,,CASH,,,,0,,,5,,36,3/29/2022,,,0,,0,8/1/2021 12:06,1/26/2022 11:41,,0,0,,
74,APON-030-009-0207-08,1,34,1831,3,3,109,1,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,8,R,4/27/2021,,1,1,4/13/2021,1,4/13/2021,78820,1,2/15/2022,0,2/15/2022,,1,55300,34.41,74,,,CASH,,,,0,,,5,,34,3/29/2022,,,0,,0,8/1/2021 12:06,2/16/2022 10:00,,0,0,,
75,APON-030-010-0209-07,1,34,1832,3,3,110,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,11/10/2020,,1,1,10/27/2020,1,10/27/2020,22520,1,4/19/2022,0,4/19/2022,,1,6260,9.83,75,,,CASH,,,,0,,,5,,39,10/12/2021,,,0,,0,8/1/2021 12:06,4/20/2022 10:31,,0,0,,
76,APON-030-010-0215-09,1,34,1832,3,3,113,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,9,R,7/27/2021,,1,1,6/23/2021,1,6/23/2021,22520,1,7/5/2022,0,7/5/2022,,1,20000,9.83,76,,,CASH,,,,0,,,5,,32,6/14/2022,,,0,,0,8/1/2021 12:06,7/6/2022 6:59,,0,0,,
77,APON-030-010-0223-14,1,34,1832,3,3,116,58,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,14,R,2/3/2015,,1,1,1/20/2015,1,1/20/2015,,0,,1,,,1,14678,24.58,77,,,CASH,,,,0,,,5,,62,12/15/2015,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
78,APON-030-011-0231-23,1,34,1833,3,3,117,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,23,R,1/6/2021,,1,1,12/23/2020,1,12/23/2020,55174,1,2/9/2022,0,2/9/2022,,1,26362,24.09,78,,,CASH,,,,0,,,5,,48,1/5/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
79,APON-030-011-0232-01,1,34,1833,3,3,118,1,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,1,R,10/28/2020,,1,1,10/14/2020,1,10/14/2020,28150,1,11/17/2021,0,11/17/2021,,1,8425,12.29,79,,,CASH,,,,0,,,5,,58,11/3/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
80,APON-030-011-0237-15,1,34,1833,3,3,122,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,15,R,5/19/2021,,1,1,5/5/2021,1,5/5/2021,22520,1,3/23/2022,0,3/23/2022,,1,17480,9.83,80,,,CASH,,,,0,,,5,,40,5/11/2022,,,0,,0,8/1/2021 12:06,3/23/2022 18:35,,0,0,,
81,APON-030-011-0238-18,1,34,1833,3,3,123,58,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,18,R,3/24/2021,,1,1,2/25/2021,1,2/25/2021,45040,1,5/18/2022,0,5/18/2022,,1,29080,19.66,81,,,CASH,,,,0,,,5,,63,3/16/2022,,,0,,0,8/1/2021 12:06,5/19/2022 13:33,,0,0,,
82,APON-030-011-0242-16,1,34,1833,3,3,126,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,16,R,12/23/2020,,1,1,12/8/2020,1,12/8/2020,22520,1,10/6/2021,0,10/6/2021,,1,9920,9.83,82,,,CASH,,,,0,,,5,,41,12/22/2021,,,0,,0,8/1/2021 12:06,10/21/2021 14:29,,0,0,,
83,APON-030-011-0243-01,1,34,1833,3,3,127,58,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,1,R,12/23/2020,,1,1,12/9/2020,1,12/9/2020,33780,1,1/30/2022,0,1/30/2022,,1,14880,14.75,83,,,CASH,,,,0,,,5,,36,12/22/2021,,,0,,0,8/1/2021 12:06,1/31/2022 14:03,,0,0,,
84,APON-030-011-0244-07,1,34,1833,3,3,128,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,3/10/2021,,1,1,2/18/2021,1,2/18/2021,22520,1,1/19/2022,0,1/19/2022,,1,13700,9.83,84,,,CASH,,,,0,,,5,,28,3/9/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
85,APON-030-011-0246-09,1,34,1833,3,3,129,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,9,R,8/19/2020,,1,1,8/5/2020,1,8/5/2020,55174,1,9/1/2021,0,9/1/2021,,1,4655,24.09,85,,,CASH,,,,0,,,5,,27,8/18/2021,,,0,,0,8/1/2021 12:06,9/4/2021 15:02,,0,0,,
86,APON-030-011-0247-10,1,34,1833,3,3,130,7,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,3/24/2021,,1,1,3/4/2021,1,3/4/2021,33780,1,2/2/2022,0,2/2/2022,,1,22440,14.75,86,,,CASH,,,,0,,,5,,40,3/16/2022,,,0,,0,8/1/2021 12:06,2/3/2022 12:17,,0,0,,
87,APON-030-012-0260-19,1,34,1834,3,3,133,7,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,19,R,10/7/2020,,1,1,9/23/2020,1,9/23/2020,39410,1,9/1/2021,0,9/1/2021,,1,10955,17.2,87,,,CASH,,,,0,,,5,,41,10/6/2021,,,0,,0,8/1/2021 12:06,9/4/2021 15:09,,0,0,,
88,APON-030-012-0262-08,1,34,1834,3,3,135,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,8,R,3/24/2021,,1,1,3/4/2021,1,3/4/2021,33780,1,3/16/2022,0,3/16/2022,,1,22440,14.75,88,,,CASH,,,,0,,,5,,36,3/16/2022,,,0,,0,8/1/2021 12:06,3/16/2022 20:00,,0,0,,
89,APON-030-012-0264-08,1,34,1834,3,3,137,88,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,8,R,9/2/2020,,1,1,8/19/2020,1,8/19/2020,33780,1,9/8/2021,0,9/8/2021,,1,4350,14.75,89,,,CASH,,,,0,,,5,,34,9/1/2021,,,0,,0,8/1/2021 12:06,9/11/2021 13:09,,0,0,,
90,APON-030-013-0266-10,1,34,1835,3,3,138,58,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,10,R,1/20/2021,,1,1,1/6/2021,1,1/6/2021,22520,1,1/26/2022,0,1/26/2022,,1,11600,9.83,90,,,CASH,,,,0,,,5,,61,1/19/2022,,,0,,0,8/1/2021 12:06,1/26/2022 19:27,,0,0,,
91,APON-030-013-0268-08,1,34,1835,3,3,140,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,8,R,8/26/2020,,1,1,8/12/2020,1,8/12/2020,11260,1,9/8/2021,0,9/8/2021,,1,1210,4.92,91,,,CASH,,,,0,,,5,,54,8/25/2021,,,0,,0,8/1/2021 12:06,9/11/2021 13:09,,0,0,,
92,APON-030-013-0270-14,1,34,1835,3,3,142,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,14,R,11/4/2020,,1,1,10/15/2020,1,10/15/2020,16890,1,11/17/2021,0,11/17/2021,,1,5009,7.37,92,,,CASH,,,,0,,,5,,56,11/10/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
93,APON-030-013-0272-13,1,34,1835,3,3,144,86,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,13,R,2/24/2021,,1,1,2/10/2021,1,2/10/2021,101340,1,1/19/2022,0,1/19/2022,,1,65430,44.24,93,,,CASH,,,,0,,,5,,51,2/23/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
94,APON-030-013-0275-19,1,34,1835,3,3,146,88,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,19,R,10/14/2020,,1,1,9/24/2020,1,9/24/2020,67560,1,10/13/2021,0,10/13/2021,,1,16620,29.49,94,,,CASH,,,,0,,,5,,40,10/13/2021,,,0,,0,8/1/2021 12:06,10/14/2021 11:20,,0,0,,
95,APON-030-013-0276-18,1,34,1835,3,3,147,1,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,18,R,6/23/2021,,1,1,6/9/2021,1,6/9/2021,28150,1,6/8/2022,0,6/8/2022,,1,23950,12.29,95,,,CASH,,,,0,,,5,,40,6/8/2022,,,0,,0,8/1/2021 12:06,6/8/2022 19:21,,0,0,,
96,APON-030-013-0278-01,1,34,1835,3,3,148,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,4/21/2021,,1,1,4/7/2021,1,4/7/2021,11260,1,4/13/2022,0,4/13/2022,,1,8110,4.92,96,,,CASH,,,,0,,,5,,49,4/6/2022,,,0,,0,8/1/2021 12:06,4/13/2022 20:46,,0,0,,
97,APON-030-013-0280-08,1,34,1835,3,3,149,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,8,R,1/20/2021,,1,1,1/6/2021,1,1/6/2021,22520,1,2/9/2022,0,2/9/2022,,1,11600,9.83,97,,,CASH,,,,0,,,5,,39,1/19/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
98,APON-030-013-0282-20,1,34,1835,3,3,150,58,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,20,R,1/27/2021,,1,1,1/7/2021,1,1/7/2021,45040,1,12/21/2022,0,12/21/2022,,1,27400,19.66,98,,,CASH,,,,0,,,5,,38,1/26/2022,,,0,,0,8/1/2021 12:06,12/21/2022 17:42,,0,0,,
99,APON-030-013-0285-11,1,34,1835,3,3,151,58,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,11,R,3/31/2021,,1,1,3/11/2021,1,3/11/2021,56300,1,2/23/2022,0,2/23/2022,,1,38450,24.58,99,,,CASH,,,,0,,,5,,39,3/23/2022,,,0,,0,8/1/2021 12:06,2/24/2022 13:29,,0,0,,
100,APON-030-013-0286-21,1,34,1835,3,3,152,1,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,21,R,7/28/2021,,1,1,6/26/2021,1,6/26/2021,39410,1,6/29/2022,0,6/29/2022,,1,35000,17.2,100,,,CASH,,,,0,,,5,,53,6/22/2022,,,0,,0,8/1/2021 12:06,6/29/2022 20:09,,0,0,,
101,APON-030-013-0292-09,1,34,1835,3,3,154,58,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,9,R,2/24/2021,,1,1,2/10/2021,1,2/10/2021,39410,1,3/9/2022,0,3/9/2022,,1,24710,17.2,101,,,CASH,,,,0,,,5,,38,2/23/2022,,,0,,0,8/1/2021 12:06,3/9/2022 21:02,,0,0,,
102,APON-030-013-0293-12,1,34,1835,3,3,155,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,9/2/2020,,1,1,8/19/2020,1,8/19/2020,55174,1,11/17/2021,0,11/17/2021,,1,10584,24.09,102,,,CASH,,,,0,,,5,,44,9/1/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
103,APON-030-013-0294-10,1,34,1835,3,3,156,85,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,10,R,2/10/2021,,1,1,1/27/2021,1,1/27/2021,101340,1,1/19/2022,0,1/19/2022,,1,57870,44.24,103,,,CASH,,,,0,,,5,,52,2/9/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
104,APON-030-013-0295-10,1,34,1835,3,3,157,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,10,R,12/23/2020,,1,1,12/9/2020,1,12/9/2020,55174,1,2/15/2023,0,2/15/2023,,1,26803,24.09,104,,,CASH,,,,0,,,5,,50,12/22/2021,,,0,,0,8/1/2021 12:06,2/15/2023 17:32,,0,0,,
105,APON-030-014-0297-12,1,34,1836,3,3,158,25,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,4/8/2021,,1,1,3/25/2021,1,3/25/2021,55174,1,7/21/2022,0,7/21/2022,,1,39739,24.09,105,,,CASH,,,,0,,,5,,42,3/31/2022,,,0,,0,8/1/2021 12:06,7/21/2022 16:03,,0,0,,
106,APON-030-014-0300-05,1,34,1836,3,3,160,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,12/17/2020,,1,1,12/3/2020,1,12/3/2020,33780,1,12/9/2021,0,12/9/2021,,1,14880,14.75,106,,,CASH,,,,0,,,5,,58,12/2/2021,,,0,,0,8/1/2021 12:06,12/11/2021 11:40,,0,0,,
107,APON-030-014-0309-09,1,34,1836,3,3,166,7,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,9,R,1/21/2021,,1,1,1/7/2021,1,1/7/2021,11260,1,1/20/2022,0,1/20/2022,,1,5800,4.92,107,,,CASH,,,,0,,,5,,46,1/6/2022,,,0,,0,8/1/2021 12:06,1/22/2022 10:55,,0,0,,
108,APON-030-014-0312-16,1,34,1836,3,3,168,41,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,16,R,3/18/2021,,1,1,3/4/2021,1,3/4/2021,55174,1,4/28/2022,0,4/28/2022,,1,36652,24.09,108,,,CASH,,,,0,,,5,,59,3/3/2022,,,0,,0,8/1/2021 12:06,4/28/2022 18:39,,0,0,,
109,APON-030-014-0313-04,1,34,1836,3,3,169,7,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,4,R,9/24/2020,,1,1,9/7/2020,1,9/7/2020,16890,1,9/16/2021,0,9/16/2021,,1,2895,7.37,109,,,CASH,,,,0,,,5,,48,9/9/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
110,APON-030-014-0314-08,1,34,1836,3,3,170,48,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,8,R,5/20/2021,,1,1,4/29/2021,1,4/29/2021,22520,1,4/7/2022,0,4/7/2022,,1,17480,9.83,110,,,CASH,,,,0,,,5,,37,5/19/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
111,APON-030-014-0317-15,1,34,1836,3,3,171,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,15,R,11/5/2020,,1,1,10/17/2020,1,10/17/2020,22520,1,9/16/2021,0,9/16/2021,,1,6500,9.83,111,,,CASH,,,,0,,,5,,35,10/21/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
112,APON-030-014-0322-07,1,34,1836,3,3,172,86,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,11/26/2020,,1,1,11/12/2020,1,11/12/2020,22520,1,11/11/2021,0,11/11/2021,,1,8660,9.83,112,,,CASH,,,,0,,,5,,42,11/11/2021,,,0,,0,8/1/2021 12:06,11/16/2021 9:17,,0,0,,
113,APON-030-015-0323-11,1,34,1837,3,3,173,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,11,R,6/17/2021,,1,1,5/29/2021,1,5/29/2021,11260,1,5/12/2022,0,5/12/2022,,1,9340,4.92,113,,,CASH,,,,0,,,5,,51,6/16/2022,,,0,,0,8/1/2021 12:06,5/12/2022 19:57,,0,0,,
114,APON-030-015-0324-10,1,34,1837,3,3,174,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,11260,1,9/30/2021,0,9/30/2021,,1,2890,4.92,114,,,CASH,,,,0,,,5,,43,10/7/2021,,,0,,0,8/1/2021 12:06,10/9/2021 14:30,,0,0,,
115,APON-030-015-0325-11,1,34,1837,3,3,175,1,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,11,R,7/15/2021,,1,1,6/24/2021,1,6/24/2021,78820,1,6/2/2022,0,6/2/2022,,1,70000,34.41,115,,,CASH,,,,0,,,5,,44,6/30/2022,,,0,,0,8/1/2021 12:06,6/2/2022 19:07,,0,0,,
116,APON-030-015-0326-10,1,34,1837,3,3,176,86,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,10/1/2020,,1,1,9/17/2020,1,9/17/2020,11260,1,9/9/2021,0,9/9/2021,,1,2410,4.92,116,,,CASH,,,,0,,,5,,55,9/16/2021,,,0,,0,8/1/2021 12:06,9/11/2021 16:18,,0,0,,
117,APON-030-015-0327-16,1,34,1837,3,3,177,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,16,R,11/19/2020,,1,1,10/31/2020,1,10/31/2020,11260,1,11/11/2021,0,11/11/2021,,1,3850,4.92,117,,,CASH,,,,0,,,5,,44,11/4/2021,,,0,,0,8/1/2021 12:06,11/16/2021 15:01,,0,0,,
118,APON-030-015-0328-18,1,34,1837,3,3,178,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,18,R,3/25/2021,,1,1,3/6/2021,1,3/6/2021,45040,1,12/30/2021,0,12/30/2021,,1,29920,19.66,118,,,CASH,,,,0,,,5,,49,3/10/2022,,,0,,0,8/1/2021 12:06,1/1/2022 15:37,,0,0,,
119,APON-030-015-0331-11,1,34,1837,3,3,179,25,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,7/30/2020,,1,1,7/16/2020,1,7/16/2020,55174,1,7/15/2021,0,7/15/2021,,1,1225,24.09,119,,,CASH,,,,0,,,5,,63,6/24/2021,,,0,,0,8/1/2021 12:06,8/11/2021 20:12,,0,0,,
120,APON-030-015-0332-21,1,34,1837,3,3,180,25,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,21,R,1/28/2021,,1,1,1/14/2021,1,1/14/2021,90080,1,11/25/2021,0,11/25/2021,,1,48080,39.32,120,,,CASH,,,,0,,,5,,39,1/13/2022,,,0,,0,8/1/2021 12:06,11/27/2021 10:29,,0,0,,
121,APON-030-015-0333-14,1,34,1837,3,3,181,25,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,14,R,11/12/2020,,1,1,10/29/2020,1,10/29/2020,45040,1,11/11/2021,0,11/11/2021,,1,15640,19.66,121,,,CASH,,,,0,,,5,,38,10/28/2021,,,0,,0,8/1/2021 12:06,11/16/2021 9:17,,0,0,,
122,APON-030-015-0334-18,1,34,1837,3,3,182,25,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,18,R,12/31/2020,,1,1,12/10/2020,1,12/10/2020,67560,1,11/4/2021,0,11/4/2021,,1,31020,29.49,122,,,CASH,,,,0,,,5,,59,12/9/2021,,,0,,0,8/1/2021 12:06,11/13/2021 11:03,,0,0,,
123,APON-030-015-0335-12,1,34,1837,3,3,183,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,12/10/2020,,1,1,11/23/2020,1,11/23/2020,55174,1,11/25/2021,0,11/25/2021,,1,22246,24.09,123,,,CASH,,,,0,,,5,,34,11/25/2021,,,0,,0,8/1/2021 12:06,11/27/2021 10:29,,0,0,,
124,APON-030-015-0336-10,1,34,1837,3,3,184,86,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,10,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,28150,1,9/2/2021,0,9/2/2021,,1,7825,12.29,124,,,CASH,,,,0,,,5,,44,10/7/2021,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
125,APON-030-015-0340-08,1,34,1837,3,3,186,25,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,8,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,67560,1,9/23/2021,0,9/23/2021,,1,18780,29.49,125,,,CASH,,,,0,,,5,,46,10/7/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
126,APON-030-015-0343-16,1,34,1837,3,3,187,25,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,16,R,4/1/2021,,1,1,3/15/2021,1,3/15/2021,45040,1,2/17/2022,0,2/17/2022,,1,30760,19.66,126,,,CASH,,,,0,,,5,,46,3/24/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
127,APON-030-015-0344-08,1,34,1837,3,3,188,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,8,R,8/27/2020,,1,1,8/13/2020,1,8/13/2020,45040,1,9/2/2021,0,9/2/2021,,1,4840,19.66,127,,,CASH,,,,0,,,5,,30,8/12/2021,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
128,APON-030-015-0348-11,1,34,1837,3,3,189,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,11,R,10/8/2020,,1,1,9/24/2020,1,9/24/2020,22520,1,9/23/2021,0,9/23/2021,,1,4820,9.83,128,,,CASH,,,,0,,,5,,50,9/23/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
129,APON-030-015-0349-11,1,34,1837,3,3,190,25,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,11,R,5/20/2021,,1,1,4/29/2021,1,4/29/2021,45040,1,5/12/2022,0,5/12/2022,,1,34960,19.66,129,,,CASH,,,,0,,,5,,32,5/19/2022,,,0,,0,8/1/2021 12:06,5/12/2022 19:57,,0,0,,
130,APON-030-015-0353-08,1,34,1837,3,3,191,58,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,8,R,9/24/2020,,1,1,9/10/2020,1,9/10/2020,67560,1,9/16/2021,0,9/16/2021,,1,13020,29.49,130,,,CASH,,,,0,,,5,,59,9/9/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
131,APON-030-016-0355-23,1,34,1838,3,3,192,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,23,R,4/8/2021,,1,1,3/25/2021,1,3/25/2021,55174,1,3/3/2022,0,3/3/2022,,1,39739,24.09,131,,,CASH,,,,0,,,5,,64,3/31/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
132,APON-030-016-0360-06,1,34,1838,3,3,194,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,6,R,1/9/2020,,1,1,12/22/2019,1,12/22/2019,,0,,1,,,1,29449,24.09,132,,,CASH,,,,0,,,5,,23,2/4/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
133,APON-030-016-0362-10,1,34,1838,3,3,195,88,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,12/17/2020,,1,1,11/30/2020,1,11/30/2020,33780,1,12/2/2021,0,12/2/2021,,1,14250,14.75,133,,,CASH,,,,0,,,5,,32,12/2/2021,,,0,,0,8/1/2021 12:06,12/5/2021 9:22,,0,0,,
134,APON-030-016-0372-04,1,34,1838,3,3,198,85,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,4,R,1/21/2021,,1,1,1/3/2021,1,1/3/2021,55174,1,1/13/2022,0,1/13/2022,,1,27391,24.09,134,,,CASH,,,,0,,,5,,38,1/6/2022,,,0,,0,8/1/2021 12:06,1/15/2022 12:13,,0,0,,
135,APON-030-016-0377-12,1,34,1838,3,3,200,31,D,33000,24,0,4158,0,0,,330,37158,46,825,W,12,30,H,12,R,8/7/2014,,1,1,7/24/2014,1,7/24/2014,,0,,1,,,1,1617,16.22,135,,,CASH,,,,0,,,5,,36,6/18/2015,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
136,APON-030-016-0380-09,1,34,1838,3,3,202,25,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,9,R,12/17/2020,,1,1,12/3/2020,1,12/3/2020,90080,1,12/9/2021,0,12/9/2021,,1,39680,39.32,136,,,CASH,,,,0,,,5,,37,12/2/2021,,,0,,0,8/1/2021 12:06,12/11/2021 11:40,,0,0,,
137,APON-030-016-0383-03,1,34,1838,3,3,204,88,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,3,R,8/13/2020,,1,1,7/30/2020,1,7/30/2020,55174,1,8/12/2021,0,8/12/2021,,1,3577,24.09,137,,,CASH,,,,0,,,5,,32,7/29/2021,,,0,,0,8/1/2021 12:06,8/29/2021 9:42,,0,0,,
138,APON-030-017-0386-20,1,34,1839,3,3,205,57,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,20,R,10/4/2020,,1,1,9/20/2020,1,9/20/2020,78820,1,8/1/2021,0,8/1/2021,,1,15190,34.41,138,,,CASH,,,,0,,,5,,44,9/19/2021,,,0,,0,8/1/2021 12:06,8/21/2021 23:32,,0,0,,
139,APON-030-017-0387-17,1,34,1839,3,3,206,86,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,17,R,2/28/2021,,1,1,2/14/2021,1,2/14/2021,101340,1,2/20/2022,0,2/20/2022,,1,65430,44.24,139,,,CASH,,,,0,,,5,,55,2/13/2022,,,0,,0,8/1/2021 12:06,2/22/2022 13:25,,0,0,,
